time, ACC_X, ACC_Y, ACC_Z, B_X, B_Y, B_Z, EULER_X, EULER_Y, EULER_Z, GYRO_X, GYRO_Y, GYRO_Z
'2021-05-09 23:24:10 155',-0.135,-1.004,-0.109,-0.468,0.365,0.129,-96.07,-7.83,170.26,0.129,0.06,-0.01
'2021-05-09 23:24:10 116',-0.135,-1.003,-0.108,-0.468,0.35,0.124,-96.01,-7.75,170.21,0.118,-0.016,0.005
'2021-05-09 23:24:10 060',-0.133,-1.002,-0.109,-0.468,0.359,0.134,-96.15,-7.81,170.09,0.036,-0.002,0.1
'2021-05-09 23:24:10 005',-0.134,-1.003,-0.109,-0.461,0.36,0.126,-96.14,-7.91,170.21,0.063,0.037,0.086
'2021-05-09 23:24:09 961',-0.135,-1.003,-0.108,-0.468,0.357,0.131,-96.11,-7.73,170.28,0.093,-0.004,0.038
'2021-05-09 23:24:09 910',-0.135,-1.003,-0.108,-0.471,0.365,0.137,-96.09,-7.75,170.14,0.088,-0.009,0.045
'2021-05-09 23:24:09 845',-0.135,-1.003,-0.109,-0.462,0.36,0.127,-95.91,-7.77,170.49,0.047,0.031,0.094
'2021-05-09 23:24:09 811',-0.135,-1.003,-0.108,-0.467,0.357,0.135,-96.13,-7.72,170.33,0.074,-0.011,-0.011
'2021-05-09 23:24:09 746',-0.135,-1.002,-0.108,-0.468,0.356,0.129,-95.89,-7.64,170.56,0.139,0.031,0.003
'2021-05-09 23:24:09 695',-0.135,-1.003,-0.108,-0.459,0.362,0.122,-95.83,-7.7,170.49,0.089,0.029,0.079
'2021-05-09 23:24:09 651',-0.134,-1.001,-0.107,-0.461,0.357,0.119,-95.91,-7.49,170.63,0.062,0.025,0.07
'2021-05-09 23:24:09 596',-0.133,-1,-0.108,-0.468,0.356,0.116,-95.92,-7.67,170.59,0.104,-0.046,0.036
'2021-05-09 23:24:09 533',-0.134,-1.003,-0.11,-0.472,0.353,0.127,-96.09,-7.39,170.53,0.13,0.024,-0.043
'2021-05-09 23:24:09 501',-0.134,-1.002,-0.108,-0.462,0.36,0.119,-95.9,-7.43,170.6,0.097,0.058,0.049
'2021-05-09 23:24:09 438',-0.134,-1.002,-0.11,-0.466,0.359,0.124,-96.22,-7.51,170.42,0.09,0.101,0.021
'2021-05-09 23:24:09 383',-0.135,-1.003,-0.109,-0.465,0.354,0.126,-96.15,-7.47,170.55,0.094,0.057,-0.011
'2021-05-09 23:24:09 329',-0.134,-1.001,-0.109,-0.472,0.36,0.126,-96.2,-7.73,170.18,0.065,0.033,0.017
'2021-05-09 23:24:09 288',-0.134,-1.003,-0.11,-0.466,0.353,0.126,-96.26,-7.52,170.3,0.029,0.112,-0.027
'2021-05-09 23:24:09 231',-0.134,-1.003,-0.108,-0.464,0.359,0.131,-96.26,-7.63,170.2,0.095,-0.025,0.043
'2021-05-09 23:24:09 179',-0.133,-1.002,-0.109,-0.468,0.356,0.124,-96.23,-7.77,170.13,0.076,-0.046,0.068
'2021-05-09 23:24:09 126',-0.133,-1.001,-0.109,-0.465,0.362,0.137,-96.29,-7.56,170.21,0.027,0.047,0.087
'2021-05-09 23:24:09 081',-0.134,-1.001,-0.109,-0.462,0.356,0.134,-96.31,-7.61,170.27,0.077,0.059,0.052
'2021-05-09 23:24:09 029',-0.134,-1.003,-0.108,-0.472,0.36,0.132,-95.98,-7.47,170.43,0.09,-0.018,-0.022
'2021-05-09 23:24:08 976',-0.133,-1.001,-0.108,-0.464,0.357,0.134,-96.21,-7.49,170.24,-0.018,0.001,0.023
'2021-05-09 23:24:08 921',-0.136,-1.005,-0.109,-0.464,0.354,0.126,-95.95,-7.73,170.32,0.115,0.013,-0.012
'2021-05-09 23:24:08 879',-0.134,-1.004,-0.108,-0.464,0.356,0.121,-95.99,-7.63,170.55,0.037,0.123,-0.005
'2021-05-09 23:24:08 824',-0.137,-1.005,-0.109,-0.464,0.353,0.124,-96.08,-7.8,170.28,0.021,0.106,0.045
'2021-05-09 23:24:08 771',-0.136,-1.005,-0.11,-0.462,0.353,0.124,-95.99,-7.79,170.34,0.126,0.039,-0.013
'2021-05-09 23:24:08 727',-0.135,-1.003,-0.109,-0.466,0.363,0.129,-95.93,-7.73,170.21,0.09,-0.028,0.008
'2021-05-09 23:24:08 674',-0.136,-1.004,-0.109,-0.464,0.353,0.129,-96.01,-7.81,170.16,0.03,-0.019,0.106
'2021-05-09 23:24:08 620',-0.135,-1.003,-0.108,-0.464,0.356,0.129,-95.91,-7.79,170.36,0.102,0.009,0.017
'2021-05-09 23:24:08 577',-0.136,-1.004,-0.107,-0.468,0.359,0.132,-95.93,-7.76,170.28,0.062,-0.034,-0.005
'2021-05-09 23:24:08 523',-0.134,-1.001,-0.109,-0.465,0.363,0.124,-95.96,-7.82,170.41,0.08,0.031,0.105
'2021-05-09 23:24:08 470',-0.135,-1.002,-0.109,-0.462,0.366,0.124,-95.9,-7.82,170.4,0.08,0.05,0.054
'2021-05-09 23:24:08 420',-0.135,-1.002,-0.108,-0.464,0.362,0.126,-95.91,-7.64,170.53,0.107,0.034,0.013
'2021-05-09 23:24:08 373',-0.132,-1.001,-0.108,-0.465,0.362,0.126,-95.97,-7.76,170.37,0.074,-0.073,0.08
'2021-05-09 23:24:08 309',-0.136,-1.004,-0.109,-0.466,0.365,0.131,-96.07,-7.5,170.54,0.123,0.039,-0.007
'2021-05-09 23:24:08 270',-0.135,-1.002,-0.11,-0.464,0.359,0.127,-95.93,-7.66,170.53,0.126,-0.009,0.106
'2021-05-09 23:24:08 202',-0.136,-1.004,-0.109,-0.468,0.359,0.129,-96.12,-7.52,170.6,0.087,0.055,-0.045
'2021-05-09 23:24:08 159',-0.136,-1.004,-0.109,-0.466,0.362,0.123,-96.1,-7.53,170.56,0.086,0.048,0.016
'2021-05-09 23:24:08 105',-0.136,-1.002,-0.108,-0.461,0.353,0.127,-96.09,-7.71,170.34,0.031,0.011,0.063
'2021-05-09 23:24:08 052',-0.134,-1.001,-0.109,-0.465,0.357,0.122,-96.12,-7.6,170.6,0.048,0.06,-0.031
'2021-05-09 23:24:08 001',-0.136,-1.002,-0.108,-0.466,0.356,0.126,-96.07,-7.68,170.3,0.078,0.098,-0.036
'2021-05-09 23:24:07 955',-0.136,-1.002,-0.108,-0.464,0.353,0.124,-96.03,-7.67,170.36,0.074,0.05,-0.002
'2021-05-09 23:24:07 901',-0.135,-1,-0.106,-0.468,0.353,0.118,-96.05,-7.78,170.18,-0.024,-0.047,0.096
'2021-05-09 23:24:07 851',-0.135,-1.001,-0.108,-0.465,0.359,0.127,-96.08,-7.77,170.21,0.079,0.025,0.011
'2021-05-09 23:24:07 806',-0.134,-1.004,-0.109,-0.459,0.366,0.127,-95.92,-7.51,170.28,0.099,0.04,0.037
'2021-05-09 23:24:07 751',-0.134,-1.003,-0.108,-0.471,0.357,0.131,-95.99,-7.6,170.18,0.051,-0.035,0.053
'2021-05-09 23:24:07 688',-0.135,-1.005,-0.11,-0.462,0.354,0.129,-95.91,-7.57,170.26,0.165,0.061,-0.02
'2021-05-09 23:24:07 656',-0.135,-1.005,-0.109,-0.466,0.362,0.126,-95.92,-7.49,170.26,0.068,0.014,0.001
'2021-05-09 23:24:07 591',-0.134,-1.003,-0.109,-0.462,0.357,0.122,-95.95,-7.6,170.19,0.063,0,0.098
'2021-05-09 23:24:07 538',-0.134,-1.005,-0.111,-0.461,0.356,0.13,-95.98,-7.64,170.24,0.088,0.1,0.039
'2021-05-09 23:24:07 472',-0.133,-1.002,-0.107,-0.462,0.359,0.124,-95.97,-7.58,170.21,0.117,0.076,0.061
'2021-05-09 23:24:07 441',-0.134,-1.003,-0.107,-0.459,0.357,0.122,-95.94,-7.52,170.17,0.055,-0.05,0.025
'2021-05-09 23:24:07 386',-0.13,-0.998,-0.105,-0.468,0.357,0.131,-96.08,-7.44,170.24,-0.043,-0.061,0.083
'2021-05-09 23:24:07 322',-0.132,-1.002,-0.107,-0.469,0.363,0.127,-96.03,-7.56,170.11,0.108,-0.002,0.068
'2021-05-09 23:24:07 290',-0.134,-1.004,-0.107,-0.468,0.366,0.131,-95.91,-7.39,170.41,0.121,0.048,-0.066
'2021-05-09 23:24:07 236',-0.133,-1.002,-0.105,-0.469,0.368,0.132,-95.93,-7.36,170.37,0.041,0.044,0.049
'2021-05-09 23:24:07 183',-0.136,-1.005,-0.108,-0.461,0.357,0.126,-96.02,-7.69,170.57,0.119,-0.002,0.05
'2021-05-09 23:24:07 140',-0.135,-1.004,-0.107,-0.465,0.362,0.126,-95.94,-7.49,170.42,0.109,0.047,-0.075
'2021-05-09 23:24:07 085',-0.135,-1.003,-0.107,-0.468,0.36,0.127,-95.94,-7.62,170.52,0.106,0.015,0.013
'2021-05-09 23:24:07 033',-0.136,-1.007,-0.108,-0.462,0.354,0.126,-96.07,-7.66,170.61,-0.005,0.106,0.042
'2021-05-09 23:24:06 979',-0.134,-1.003,-0.106,-0.466,0.362,0.126,-95.98,-7.48,170.49,0.044,0.076,0.083
'2021-05-09 23:24:06 935',-0.134,-1.003,-0.107,-0.461,0.36,0.122,-95.97,-7.64,170.54,0.079,0.036,0.056
'2021-05-09 23:24:06 881',-0.132,-1.002,-0.107,-0.466,0.363,0.127,-95.98,-7.46,170.34,0.105,0.049,0.036
'2021-05-09 23:24:06 829',-0.134,-1.003,-0.106,-0.472,0.362,0.127,-95.94,-7.41,170.43,0.082,0.045,0.024
'2021-05-09 23:24:06 774',-0.132,-1.003,-0.106,-0.466,0.357,0.121,-95.9,-7.44,170.43,0.081,0.103,-0.075
'2021-05-09 23:24:06 731',-0.131,-1.001,-0.106,-0.466,0.362,0.131,-96.02,-7.45,170.31,0.016,0.023,0.095
'2021-05-09 23:24:06 668',-0.133,-1.005,-0.107,-0.461,0.359,0.124,-96.01,-7.67,170.33,0.083,-0.001,0.059
'2021-05-09 23:24:06 624',-0.132,-1.004,-0.106,-0.465,0.356,0.126,-95.92,-7.59,170.31,0.125,0.032,-0.024
'2021-05-09 23:24:06 571',-0.132,-1.004,-0.107,-0.454,0.362,0.126,-96.05,-7.72,170.26,0.073,0.09,0.088
'2021-05-09 23:24:06 518',-0.132,-1.004,-0.107,-0.459,0.356,0.126,-96.04,-7.65,170.34,0.056,0.029,0.027
'2021-05-09 23:24:06 465',-0.132,-1.003,-0.106,-0.465,0.365,0.127,-96.03,-7.62,170.23,0.094,-0.024,0.148
'2021-05-09 23:24:06 421',-0.132,-1.004,-0.107,-0.454,0.36,0.138,-96.1,-7.72,170.14,0.101,0.047,0.044
'2021-05-09 23:24:06 368',-0.132,-1.003,-0.107,-0.466,0.357,0.129,-96.04,-7.43,170.23,0.086,0.046,0.056
'2021-05-09 23:24:06 315',-0.131,-1.003,-0.106,-0.459,0.36,0.132,-96.08,-7.48,170.26,0.093,0.068,0.066
'2021-05-09 23:24:06 250',-0.132,-1.003,-0.106,-0.461,0.36,0.124,-95.9,-7.43,170.03,0.072,0.031,-0.024
'2021-05-09 23:24:06 218',-0.131,-1.004,-0.107,-0.465,0.354,0.124,-96.06,-7.4,170.21,-0.002,0.09,0.012
'2021-05-09 23:24:06 142',-0.13,-1.001,-0.105,-0.462,0.362,0.122,-95.82,-7.4,169.91,-0.016,-0.068,0.026
'2021-05-09 23:24:06 100',-0.131,-1.002,-0.105,-0.462,0.36,0.124,-95.91,-7.5,169.99,0.054,0.043,0.06
'2021-05-09 23:24:06 046',-0.131,-1.004,-0.106,-0.464,0.359,0.126,-95.7,-7.45,169.9,0.154,0.032,0.073
'2021-05-09 23:24:05 992',-0.13,-1.001,-0.105,-0.464,0.353,0.121,-95.75,-7.4,169.97,-0.006,0.013,-0.036
'2021-05-09 23:24:05 940',-0.132,-1.004,-0.107,-0.468,0.357,0.129,-95.87,-7.35,169.83,0.08,-0.033,0.066
'2021-05-09 23:24:05 896',-0.132,-1.005,-0.107,-0.469,0.359,0.126,-95.85,-7.44,169.92,0.096,0.035,0.05
'2021-05-09 23:24:05 841',-0.132,-1.004,-0.107,-0.471,0.354,0.127,-95.87,-7.17,169.65,0.087,0.087,0.038
'2021-05-09 23:24:05 790',-0.132,-1.005,-0.108,-0.468,0.36,0.124,-95.88,-7.28,169.88,0.058,0.086,0.046
'2021-05-09 23:24:05 745',-0.132,-1.004,-0.106,-0.469,0.354,0.126,-95.94,-7.05,169.6,0.103,0.044,-0.049
'2021-05-09 23:24:05 691',-0.131,-1.004,-0.108,-0.472,0.35,0.129,-95.9,-7.14,169.53,0.084,-0.023,0.077
'2021-05-09 23:24:05 647',-0.13,-1.002,-0.106,-0.462,0.356,0.126,-95.97,-7.25,169.64,0.031,-0.076,-0.011
'2021-05-09 23:24:05 595',-0.132,-1.003,-0.107,-0.471,0.354,0.132,-96.02,-7.12,169.53,0.051,0.01,-0.032
'2021-05-09 23:24:05 541',-0.131,-1.005,-0.108,-0.467,0.356,0.134,-96,-7.39,169.83,0.058,0.019,-0.026
'2021-05-09 23:24:05 497',-0.131,-1.002,-0.105,-0.466,0.353,0.126,-95.97,-7.28,169.73,0.047,-0.052,-0.006
'2021-05-09 23:24:05 444',-0.133,-1.006,-0.107,-0.474,0.353,0.129,-95.85,-7.52,169.87,0.095,0.023,0.022
'2021-05-09 23:24:05 391',-0.131,-1.004,-0.108,-0.465,0.357,0.132,-95.96,-7.46,169.86,0.019,0.009,-0.01
'2021-05-09 23:24:05 349',-0.134,-1.006,-0.106,-0.464,0.359,0.119,-95.85,-7.58,169.94,0.021,0.028,-0.03
'2021-05-09 23:24:05 294',-0.133,-1.006,-0.107,-0.471,0.354,0.129,-95.87,-7.53,169.85,0.052,-0.005,0.01
'2021-05-09 23:24:05 229',-0.134,-1.004,-0.106,-0.459,0.354,0.127,-95.98,-7.59,169.9,0.021,-0.161,0.128
'2021-05-09 23:24:05 199',-0.134,-1.005,-0.106,-0.466,0.357,0.127,-95.92,-7.75,169.88,0.081,-0.021,0.103
'2021-05-09 23:24:05 133',-0.133,-1.004,-0.106,-0.464,0.353,0.124,-95.93,-7.34,170.15,0.079,0.085,0.031
'2021-05-09 23:24:05 079',-0.135,-1.005,-0.106,-0.458,0.36,0.13,-95.94,-7.44,170.11,0.092,-0.007,0.078
'2021-05-09 23:24:05 036',-0.132,-1.002,-0.105,-0.468,0.36,0.126,-95.97,-7.41,170.03,0.029,0.021,-0.05
'2021-05-09 23:24:04 983',-0.134,-1.003,-0.107,-0.464,0.351,0.127,-95.95,-7.33,170.05,0.101,0.066,0
'2021-05-09 23:24:04 930',-0.133,-1.004,-0.107,-0.462,0.356,0.127,-95.83,-7.55,170.06,0.066,0.098,0.051
'2021-05-09 23:24:04 886',-0.132,-1.001,-0.105,-0.464,0.356,0.129,-95.95,-7.51,170.01,0.041,-0.05,-0.01
'2021-05-09 23:24:04 832',-0.133,-1.005,-0.107,-0.459,0.357,0.127,-95.82,-7.52,169.95,0.16,-0.007,-0.013
'2021-05-09 23:24:04 780',-0.133,-1.005,-0.107,-0.473,0.357,0.126,-95.79,-7.54,169.96,0.068,0.021,0.066
'2021-05-09 23:24:04 731',-0.132,-1.005,-0.107,-0.464,0.362,0.129,-95.94,-7.45,170.03,0.077,0.054,0.115
'2021-05-09 23:24:04 682',-0.133,-1.005,-0.107,-0.464,0.357,0.127,-95.92,-7.57,169.98,0.092,0.039,0.074
'2021-05-09 23:24:04 627',-0.131,-1.003,-0.105,-0.459,0.353,0.127,-95.9,-7.26,169.94,0.073,0.048,0.019
'2021-05-09 23:24:04 581',-0.13,-1.002,-0.107,-0.464,0.36,0.129,-95.94,-7.35,169.98,0.078,0.086,0.128
'2021-05-09 23:24:04 521',-0.13,-1.003,-0.105,-0.468,0.359,0.129,-95.81,-7.17,169.88,0.073,0.021,0.024
'2021-05-09 23:24:04 477',-0.131,-1.003,-0.105,-0.461,0.35,0.132,-95.9,-7.26,169.91,0.045,0.007,0.077
'2021-05-09 23:24:04 424',-0.13,-1.002,-0.105,-0.466,0.356,0.129,-95.95,-7.19,169.96,0.024,-0.029,-0.11
'2021-05-09 23:24:04 371',-0.131,-1.003,-0.105,-0.468,0.359,0.129,-95.81,-7.16,169.88,0.1,-0.035,-0.001
'2021-05-09 23:24:04 308',-0.131,-1.003,-0.105,-0.469,0.359,0.129,-95.82,-7.27,170.08,0.065,-0.021,0
'2021-05-09 23:24:04 274',-0.129,-1.001,-0.105,-0.472,0.362,0.121,-95.85,-7.38,170.03,0.014,-0.031,0.083
'2021-05-09 23:24:04 210',-0.131,-1.006,-0.106,-0.462,0.359,0.126,-95.88,-7.37,170.15,0.105,0.029,0.024
'2021-05-09 23:24:04 158',-0.131,-1.004,-0.105,-0.465,0.365,0.129,-95.8,-7.29,170.14,0.13,0.052,-0.037
'2021-05-09 23:24:04 094',-0.132,-1.004,-0.105,-0.469,0.362,0.129,-95.79,-7.31,170.07,0.066,0.03,-0.009
'2021-05-09 23:24:04 060',-0.132,-1.005,-0.107,-0.464,0.357,0.132,-95.92,-7.37,170.14,0.059,0.034,0.061
'2021-05-09 23:24:03 986',-0.131,-1.003,-0.104,-0.468,0.36,0.131,-95.83,-7.26,170,0.1,0.15,0
'2021-05-09 23:24:03 944',-0.131,-1.004,-0.105,-0.469,0.362,0.129,-95.77,-7.35,170.07,0.126,0.058,0.059
'2021-05-09 23:24:03 888',-0.131,-1.002,-0.103,-0.468,0.356,0.122,-95.82,-7.3,169.79,0.025,0.072,0.014
'2021-05-09 23:24:03 836',-0.131,-1.002,-0.104,-0.469,0.362,0.127,-95.84,-7.3,169.86,0.051,0.052,0.014
'2021-05-09 23:24:03 783',-0.128,-1.002,-0.102,-0.462,0.359,0.13,-95.79,-7.19,169.74,0.027,0.052,0.043
'2021-05-09 23:24:03 738',-0.132,-1.003,-0.102,-0.468,0.357,0.129,-95.8,-7.32,169.67,0.067,-0.009,-0.001
'2021-05-09 23:24:03 684',-0.13,-1.005,-0.102,-0.466,0.353,0.132,-95.7,-7.31,169.66,0.092,0.014,-0.057
'2021-05-09 23:24:03 633',-0.128,-1.001,-0.102,-0.468,0.356,0.124,-95.74,-7.17,169.71,-0.039,0.05,0.007
'2021-05-09 23:24:03 587',-0.131,-1.006,-0.102,-0.465,0.357,0.134,-95.68,-7.57,169.69,0.126,-0.037,0.018
'2021-05-09 23:24:03 534',-0.13,-1.006,-0.102,-0.468,0.354,0.127,-95.71,-7.41,169.7,0.08,0.019,-0.039
'2021-05-09 23:24:03 509',-0.132,-1.006,-0.103,-0.468,0.359,0.127,-95.74,-7.57,169.82,0.062,0.056,0.087
'2021-05-09 23:24:03 467',-0.13,-1.004,-0.104,-0.461,0.362,0.129,-95.8,-7.39,169.72,0.063,0.056,0.088
'2021-05-09 23:24:03 466',-0.129,-1.002,-0.104,-0.465,0.363,0.127,-95.79,-7.3,169.69,0.097,0.002,-0.035
'2021-05-09 23:24:03 464',-0.13,-1.002,-0.103,-0.466,0.359,0.126,-95.81,-7.27,169.74,0.027,-0.04,-0.016
'2021-05-09 23:24:03 437',-0.132,-1.005,-0.103,-0.468,0.354,0.134,-95.73,-7.6,169.79,0.113,-0.033,0.056
'2021-05-09 23:24:03 359',-0.131,-1.004,-0.104,-0.465,0.357,0.132,-95.77,-7.45,169.72,0.092,0.022,0.047
'2021-05-09 23:24:03 317',-0.131,-1.003,-0.103,-0.461,0.359,0.134,-95.79,-7.32,169.66,0.04,0.006,0.008
'2021-05-09 23:24:03 316',-0.129,-1.001,-0.104,-0.464,0.362,0.126,-95.84,-7.38,169.69,0.075,-0.018,0.092
'2021-05-09 23:24:03 314',-0.13,-1.003,-0.105,-0.467,0.356,0.134,-95.79,-7.31,169.79,0.076,-0.019,0.025
'2021-05-09 23:24:03 133',-0.131,-1.005,-0.103,-0.464,0.357,0.129,-95.77,-7.37,169.96,0.039,0.081,0.003
'2021-05-09 23:24:03 132',-0.13,-1.004,-0.104,-0.462,0.362,0.131,-95.77,-7.37,169.73,0.068,0.045,0.08
'2021-05-09 23:24:03 130',-0.13,-1.003,-0.104,-0.469,0.36,0.132,-95.82,-7.31,169.76,0.073,-0.084,0.128
'2021-05-09 23:24:02 983',-0.131,-1.005,-0.105,-0.461,0.368,0.129,-95.72,-7.4,169.9,0.123,0.088,0.001
'2021-05-09 23:24:02 982',-0.13,-1.003,-0.104,-0.469,0.356,0.132,-95.75,-7.32,169.69,0.139,0.016,0.04
'2021-05-09 23:24:02 980',-0.13,-1.003,-0.104,-0.466,0.357,0.126,-95.82,-7.16,169.89,0.085,-0.081,0.121
'2021-05-09 23:24:02 785',-0.131,-1.002,-0.104,-0.466,0.36,0.131,-95.79,-7.07,170.07,0.113,-0.008,-0.078
'2021-05-09 23:24:02 676',-0.13,-1.001,-0.103,-0.462,0.356,0.124,-95.7,-7.23,170.16,0.016,0.007,-0.046
'2021-05-09 23:24:02 635',-0.13,-1.002,-0.104,-0.466,0.357,0.131,-95.84,-7.18,170.08,0.059,0.055,0.027
'2021-05-09 23:24:02 579',-0.13,-1.004,-0.105,-0.469,0.353,0.124,-95.62,-7.41,170.21,0.106,0.066,0.041
'2021-05-09 23:24:02 526',-0.131,-1.003,-0.105,-0.462,0.354,0.124,-95.62,-7.32,170.19,0.095,-0.011,-0.064
'2021-05-09 23:24:02 463',-0.13,-1.004,-0.106,-0.465,0.359,0.126,-95.66,-7.39,170.04,0.099,0.022,0.079
'2021-05-09 23:24:02 429',-0.131,-1.004,-0.104,-0.469,0.36,0.126,-95.64,-7.41,170.14,0.063,0.112,0.042
'2021-05-09 23:24:02 356',-0.129,-1.002,-0.105,-0.466,0.353,0.119,-95.78,-7.22,169.91,0.078,0.017,0.033
'2021-05-09 23:24:02 313',-0.13,-1.003,-0.105,-0.464,0.357,0.119,-95.67,-7.33,170.03,0.122,-0.012,0.035
'2021-05-09 23:24:02 263',-0.13,-1.003,-0.104,-0.465,0.356,0.127,-95.78,-7.21,169.88,0.032,-0.005,0.027
'2021-05-09 23:24:02 206',-0.129,-1.002,-0.105,-0.466,0.359,0.129,-95.82,-7.22,169.85,0.064,-0.011,0.072
'2021-05-09 23:24:02 142',-0.129,-1.002,-0.104,-0.465,0.354,0.127,-95.8,-7.27,169.75,0.051,0.075,0.015
'2021-05-09 23:24:02 113',-0.13,-1.003,-0.104,-0.464,0.36,0.122,-95.73,-7.19,169.9,0.077,0.052,0.028
'2021-05-09 23:24:02 046',-0.13,-1.003,-0.103,-0.469,0.36,0.127,-95.72,-7.27,169.86,0.086,-0.073,-0.01
'2021-05-09 23:24:01 992',-0.128,-1.002,-0.104,-0.464,0.353,0.127,-95.78,-7.29,169.67,0.04,-0.036,0.068
'2021-05-09 23:24:01 938',-0.133,-1.004,-0.105,-0.469,0.357,0.132,-95.8,-7.5,170.03,0.086,0.03,0.055
'2021-05-09 23:24:01 896',-0.132,-1.004,-0.105,-0.466,0.359,0.131,-95.76,-7.44,170.03,0.123,0.04,-0.029
'2021-05-09 23:24:01 842',-0.133,-1.005,-0.105,-0.468,0.362,0.123,-95.73,-7.45,170.01,0.071,0.013,0.014
'2021-05-09 23:24:01 788',-0.133,-1.005,-0.104,-0.469,0.357,0.129,-95.78,-7.46,170.04,0.053,0.08,0.027
'2021-05-09 23:24:01 738',-0.134,-1.004,-0.103,-0.465,0.365,0.131,-95.73,-7.35,170.04,0.069,0.131,0.013
'2021-05-09 23:24:01 692',-0.132,-1.004,-0.105,-0.462,0.365,0.129,-95.75,-7.47,169.98,0.106,-0.004,0.035
'2021-05-09 23:24:01 659',-0.131,-1.003,-0.105,-0.468,0.36,0.131,-95.74,-7.22,169.93,0.062,-0.005,0.009
'2021-05-09 23:24:01 588',-0.133,-1.004,-0.105,-0.464,0.368,0.137,-95.69,-7.36,169.92,0.116,0.074,0.087
'2021-05-09 23:24:01 532',-0.131,-1.002,-0.104,-0.466,0.351,0.124,-95.75,-7.31,169.99,0.117,0.036,-0.039
'2021-05-09 23:24:01 509',-0.132,-1.003,-0.105,-0.466,0.353,0.126,-95.71,-7.21,169.99,0.077,0.001,0.004
'2021-05-09 23:24:01 382',-0.129,-1,-0.104,-0.464,0.356,0.121,-95.81,-7.39,169.95,0.004,0.005,0.026
'2021-05-09 23:23:51 428',-0.134,-1.005,-0.105,-0.469,0.356,0.131,-95.86,-7.59,170.13,0.111,0.011,0.058
'2021-05-09 23:23:51 313',-0.134,-1.005,-0.104,-0.474,0.353,0.134,-95.93,-7.67,170.29,0.135,0.069,-0.059
'2021-05-09 23:23:51 278',-0.135,-1.005,-0.106,-0.468,0.356,0.134,-95.89,-7.55,170.16,0.103,0.017,0.025
'2021-05-09 23:23:51 217',-0.134,-1.002,-0.105,-0.474,0.356,0.127,-95.98,-7.96,170.3,0.058,0.043,0.129
'2021-05-09 23:23:51 163',-0.135,-1.003,-0.104,-0.476,0.356,0.135,-95.99,-7.79,170.29,0.107,0.072,-0.117
'2021-05-09 23:23:51 116',-0.132,-1.001,-0.104,-0.466,0.354,0.122,-95.85,-7.59,170.27,0.032,-0.02,0.044
'2021-05-09 23:23:51 067',-0.132,-1.002,-0.106,-0.475,0.351,0.127,-95.97,-7.89,170.25,0.008,0.089,0.142
'2021-05-09 23:23:51 010',-0.133,-1.004,-0.105,-0.461,0.357,0.124,-95.82,-7.5,170.38,0.039,0.091,0.043
'2021-05-09 23:23:50 966',-0.133,-1.002,-0.106,-0.469,0.359,0.126,-95.82,-7.58,170.3,0.07,-0.014,0.068
'2021-05-09 23:23:50 916',-0.134,-1.004,-0.107,-0.464,0.362,0.126,-95.86,-7.47,170.11,0.125,0.082,0
'2021-05-09 23:23:50 860',-0.134,-1.005,-0.105,-0.466,0.357,0.121,-95.76,-7.49,170.29,0.087,0.052,0.09
'2021-05-09 23:23:50 823',-0.136,-1.004,-0.105,-0.466,0.36,0.129,-96,-7.64,170.08,0.047,-0.003,0.039
'2021-05-09 23:23:50 766',-0.135,-1.006,-0.106,-0.464,0.36,0.129,-95.92,-7.51,170.03,0.122,0.05,-0.092
'2021-05-09 23:23:50 689',-0.136,-1.003,-0.106,-0.462,0.359,0.126,-95.93,-7.72,170.27,0.128,0.05,0.027
'2021-05-09 23:23:50 673',-0.136,-1.004,-0.105,-0.462,0.359,0.132,-95.98,-7.62,170.12,0.037,-0.019,0.01
'2021-05-09 23:23:50 594',-0.136,-0.999,-0.105,-0.468,0.365,0.132,-95.98,-7.63,170.39,0.086,0.058,0.131
'2021-05-09 23:23:50 539',-0.136,-1.001,-0.106,-0.465,0.356,0.126,-96.01,-7.73,170.23,0.07,-0.009,0.034
'2021-05-09 23:23:50 490',-0.136,-1.005,-0.107,-0.466,0.356,0.127,-95.96,-7.3,170.27,0.092,-0.012,0.058
'2021-05-09 23:23:50 444',-0.135,-1.003,-0.105,-0.466,0.369,0.132,-95.97,-7.49,170.38,0.037,0.097,0.13
'2021-05-09 23:23:50 417',-0.133,-1.004,-0.106,-0.465,0.363,0.123,-96.13,-7.36,170.52,0.03,0.015,0.002
'2021-05-09 23:23:50 340',-0.136,-1.006,-0.107,-0.469,0.356,0.126,-95.99,-7.22,170.32,0.125,0.025,-0.026
'2021-05-09 23:23:50 312',-0.133,-1.004,-0.105,-0.461,0.36,0.127,-96.1,-7.38,170.44,0.04,0.08,0.026
'2021-05-09 23:23:50 267',-0.135,-1.008,-0.105,-0.465,0.362,0.123,-96.11,-7.38,170.51,0.053,-0.006,-0.027
'2021-05-09 23:23:50 206',-0.133,-1.003,-0.105,-0.465,0.351,0.121,-96.05,-7.47,170.39,0.113,0.048,0.069
'2021-05-09 23:23:50 162',-0.133,-1.003,-0.104,-0.465,0.353,0.124,-96.07,-7.37,170.39,0.038,0.053,-0.036
'2021-05-09 23:23:50 107',-0.132,-1.001,-0.104,-0.469,0.359,0.127,-96.12,-7.3,170.29,0.042,-0.136,0.067
